ant_main(10),h-index,a-index,k-core,ForwardPageRank-Sora,ForwardBackPageRank-Sora,g-core,MinClass,TSEPageRank,LiuPageRank,TSEPageRank_v15,iFit,TSPrideWithMotifCoreness
12,0.08333333333333333,0.0,0.25,0.5,0.5,0.0,0.3333333333333333,0.25,0.4166666666666667,0.5,0.5,0.5
13,0.08333333333333333,0.0,0.25,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.5,0.5,0.5
14,0.3333333333333333,0.0,0.25,0.5833333333333334,0.5833333333333334,0.0,0.4166666666666667,0.3333333333333333,0.5,0.5833333333333334,0.5,0.5
15,0.3333333333333333,0.0,0.25,0.5833333333333334,0.5833333333333334,0.0,0.4166666666666667,0.4166666666666667,0.5,0.5833333333333334,0.5,0.5
16,0.3333333333333333,0.0,0.25,0.5833333333333334,0.5833333333333334,0.0,0.4166666666666667,0.4166666666666667,0.5,0.5833333333333334,0.5833333333333334,0.5
17,0.3333333333333333,0.0,0.25,0.5833333333333334,0.5833333333333334,0.0,0.4166666666666667,0.5,0.5,0.6666666666666666,0.5833333333333334,0.5
18,0.3333333333333333,0.0,0.25,0.5833333333333334,0.5833333333333334,0.0,0.4166666666666667,0.5,0.5,0.6666666666666666,0.5833333333333334,0.5
19,0.3333333333333333,0.0,0.25,0.5833333333333334,0.5833333333333334,0.0,0.4166666666666667,0.5,0.5,0.75,0.6666666666666666,0.5833333333333334
20,0.3333333333333333,0.0,0.25,0.5833333333333334,0.5833333333333334,0.0,0.4166666666666667,0.5,0.5,0.75,0.6666666666666666,0.5833333333333334
21,0.3333333333333333,0.0,0.25,0.5833333333333334,0.5833333333333334,0.0,0.4166666666666667,0.5,0.5833333333333334,0.75,0.6666666666666666,0.5833333333333334
22,0.3333333333333333,0.0,0.25,0.5833333333333334,0.5833333333333334,0.0,0.5,0.5,0.6666666666666666,0.75,0.6666666666666666,0.5833333333333334
23,0.3333333333333333,0.0,0.25,0.5833333333333334,0.5833333333333334,0.0,0.5,0.5,0.6666666666666666,0.75,0.6666666666666666,0.5833333333333334
24,0.3333333333333333,0.0,0.25,0.5833333333333334,0.5833333333333334,0.0,0.5833333333333334,0.5,0.75,0.75,0.6666666666666666,0.5833333333333334
25,0.5,0.0,0.25,0.5833333333333334,0.5833333333333334,0.0,0.6666666666666666,0.5833333333333334,0.75,0.75,0.6666666666666666,0.6666666666666666
26,0.5,0.0,0.25,0.5833333333333334,0.5833333333333334,0.0,0.6666666666666666,0.5833333333333334,0.75,0.75,0.75,0.6666666666666666
27,0.5,0.0,0.25,0.5833333333333334,0.5833333333333334,0.0,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,0.6666666666666666
28,0.5,0.0,0.25,0.5833333333333334,0.5833333333333334,0.0,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,0.75
29,0.5,0.0,0.25,0.5833333333333334,0.5833333333333334,0.0,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,0.75
30,0.5,0.0,0.25,0.5833333333333334,0.5833333333333334,0.0,0.75,0.75,0.75,0.75,0.75,0.75
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.0,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035
3,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407
4,0.07407407407407407,0.037037037037037035,0.0,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.07407407407407407,0.07407407407407407
5,0.07407407407407407,0.037037037037037035,0.14814814814814814,0.1111111111111111,0.1111111111111111,0.07407407407407407,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
6,0.07407407407407407,0.037037037037037035,0.14814814814814814,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.14814814814814814,0.14814814814814814,0.1111111111111111,0.14814814814814814,0.14814814814814814,0.14814814814814814
7,0.1111111111111111,0.037037037037037035,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.1111111111111111,0.18518518518518517,0.18518518518518517,0.1111111111111111,0.18518518518518517,0.18518518518518517,0.18518518518518517
8,0.1111111111111111,0.037037037037037035,0.14814814814814814,0.18518518518518517,0.18518518518518517,0.18518518518518517,0.18518518518518517,0.18518518518518517,0.14814814814814814,0.2222222222222222,0.18518518518518517,0.2222222222222222
9,0.25925925925925924,0.037037037037037035,0.14814814814814814,0.18518518518518517,0.18518518518518517,0.18518518518518517,0.2222222222222222,0.18518518518518517,0.18518518518518517,0.25925925925925924,0.2222222222222222,0.25925925925925924
10,0.25925925925925924,0.037037037037037035,0.18518518518518517,0.2222222222222222,0.2222222222222222,0.18518518518518517,0.2222222222222222,0.18518518518518517,0.18518518518518517,0.25925925925925924,0.25925925925925924,0.25925925925925924
11,0.25925925925925924,0.037037037037037035,0.18518518518518517,0.25925925925925924,0.25925925925925924,0.2222222222222222,0.25925925925925924,0.2222222222222222,0.2222222222222222,0.2962962962962963,0.2962962962962963,0.2962962962962963
12,0.2962962962962963,0.037037037037037035,0.18518518518518517,0.2962962962962963,0.2962962962962963,0.2222222222222222,0.2962962962962963,0.25925925925925924,0.2222222222222222,0.2962962962962963,0.3333333333333333,0.3333333333333333
13,0.2962962962962963,0.037037037037037035,0.18518518518518517,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.2962962962962963,0.2962962962962963,0.25925925925925924,0.2962962962962963,0.37037037037037035,0.37037037037037035
14,0.2962962962962963,0.07407407407407407,0.18518518518518517,0.37037037037037035,0.37037037037037035,0.2222222222222222,0.2962962962962963,0.2962962962962963,0.2962962962962963,0.3333333333333333,0.37037037037037035,0.4074074074074074
15,0.2962962962962963,0.07407407407407407,0.37037037037037035,0.37037037037037035,0.37037037037037035,0.2222222222222222,0.3333333333333333,0.2962962962962963,0.3333333333333333,0.3333333333333333,0.4074074074074074,0.4074074074074074
16,0.2962962962962963,0.07407407407407407,0.37037037037037035,0.37037037037037035,0.37037037037037035,0.2222222222222222,0.37037037037037035,0.3333333333333333,0.37037037037037035,0.37037037037037035,0.4074074074074074,0.4074074074074074
17,0.3333333333333333,0.07407407407407407,0.37037037037037035,0.4074074074074074,0.4074074074074074,0.2222222222222222,0.4074074074074074,0.37037037037037035,0.37037037037037035,0.4074074074074074,0.4444444444444444,0.4074074074074074
18,0.3333333333333333,0.07407407407407407,0.37037037037037035,0.4074074074074074,0.4074074074074074,0.2962962962962963,0.4444444444444444,0.37037037037037035,0.4074074074074074,0.4444444444444444,0.4444444444444444,0.4074074074074074
19,0.37037037037037035,0.07407407407407407,0.37037037037037035,0.4074074074074074,0.4074074074074074,0.2962962962962963,0.48148148148148145,0.4074074074074074,0.4074074074074074,0.4444444444444444,0.4444444444444444,0.4074074074074074
20,0.37037037037037035,0.07407407407407407,0.37037037037037035,0.4074074074074074,0.4074074074074074,0.2962962962962963,0.5185185185185185,0.4074074074074074,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444
21,0.37037037037037035,0.07407407407407407,0.4074074074074074,0.4074074074074074,0.4074074074074074,0.3333333333333333,0.5185185185185185,0.4444444444444444,0.48148148148148145,0.4444444444444444,0.48148148148148145,0.48148148148148145
22,0.4074074074074074,0.07407407407407407,0.4074074074074074,0.4074074074074074,0.4074074074074074,0.3333333333333333,0.5185185185185185,0.48148148148148145,0.48148148148148145,0.4444444444444444,0.48148148148148145,0.48148148148148145
23,0.4074074074074074,0.07407407407407407,0.4074074074074074,0.4444444444444444,0.4444444444444444,0.4074074074074074,0.5185185185185185,0.5185185185185185,0.48148148148148145,0.48148148148148145,0.48148148148148145,0.5185185185185185
24,0.4074074074074074,0.07407407407407407,0.4074074074074074,0.4444444444444444,0.4444444444444444,0.4074074074074074,0.5185185185185185,0.5185185185185185,0.5185185185185185,0.5185185185185185,0.48148148148148145,0.5555555555555556
25,0.4074074074074074,0.1111111111111111,0.4074074074074074,0.48148148148148145,0.48148148148148145,0.4074074074074074,0.5555555555555556,0.5185185185185185,0.5185185185185185,0.5555555555555556,0.48148148148148145,0.5555555555555556
26,0.5185185185185185,0.1111111111111111,0.4444444444444444,0.48148148148148145,0.48148148148148145,0.4074074074074074,0.5555555555555556,0.5185185185185185,0.5185185185185185,0.5555555555555556,0.48148148148148145,0.5925925925925926
27,0.5185185185185185,0.1111111111111111,0.4444444444444444,0.48148148148148145,0.48148148148148145,0.4074074074074074,0.5555555555555556,0.5555555555555556,0.5185185185185185,0.5555555555555556,0.48148148148148145,0.5925925925925926
28,0.5185185185185185,0.1111111111111111,0.4444444444444444,0.48148148148148145,0.48148148148148145,0.4444444444444444,0.5925925925925926,0.5555555555555556,0.5185185185185185,0.5925925925925926,0.48148148148148145,0.5925925925925926
29,0.5185185185185185,0.1111111111111111,0.4444444444444444,0.48148148148148145,0.48148148148148145,0.48148148148148145,0.6296296296296297,0.5555555555555556,0.5185185185185185,0.5925925925925926,0.5185185185185185,0.5925925925925926
30,0.5185185185185185,0.14814814814814814,0.4444444444444444,0.48148148148148145,0.48148148148148145,0.48148148148148145,0.6296296296296297,0.5925925925925926,0.5555555555555556,0.6296296296296297,0.5555555555555556,0.5925925925925926
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.03508771929824561,0.0,0.0,0.0,0.0,0.017543859649122806,0.017543859649122806
3,0.03508771929824561,0.0,0.0,0.0,0.0,0.03508771929824561,0.0,0.0,0.0,0.0,0.017543859649122806,0.017543859649122806
4,0.03508771929824561,0.0,0.0,0.0,0.0,0.03508771929824561,0.0,0.0,0.0,0.017543859649122806,0.017543859649122806,0.03508771929824561
5,0.03508771929824561,0.0,0.017543859649122806,0.0,0.0,0.03508771929824561,0.017543859649122806,0.017543859649122806,0.0,0.03508771929824561,0.03508771929824561,0.03508771929824561
6,0.03508771929824561,0.0,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.03508771929824561,0.017543859649122806,0.017543859649122806,0.0,0.03508771929824561,0.03508771929824561,0.03508771929824561
7,0.03508771929824561,0.0,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.07017543859649122,0.017543859649122806,0.017543859649122806,0.0,0.03508771929824561,0.03508771929824561,0.03508771929824561
8,0.03508771929824561,0.0,0.017543859649122806,0.03508771929824561,0.03508771929824561,0.07017543859649122,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.03508771929824561,0.03508771929824561,0.03508771929824561
9,0.05263157894736842,0.0,0.03508771929824561,0.05263157894736842,0.05263157894736842,0.07017543859649122,0.017543859649122806,0.017543859649122806,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.03508771929824561
10,0.05263157894736842,0.0,0.03508771929824561,0.07017543859649122,0.07017543859649122,0.08771929824561403,0.017543859649122806,0.017543859649122806,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.03508771929824561
11,0.05263157894736842,0.0,0.03508771929824561,0.07017543859649122,0.07017543859649122,0.08771929824561403,0.017543859649122806,0.017543859649122806,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.05263157894736842
12,0.10526315789473684,0.0,0.03508771929824561,0.08771929824561403,0.08771929824561403,0.08771929824561403,0.03508771929824561,0.017543859649122806,0.03508771929824561,0.03508771929824561,0.05263157894736842,0.07017543859649122
13,0.10526315789473684,0.0,0.03508771929824561,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.05263157894736842,0.07017543859649122,0.08771929824561403
14,0.12280701754385964,0.0,0.21052631578947367,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.07017543859649122,0.08771929824561403,0.08771929824561403
15,0.12280701754385964,0.0,0.21052631578947367,0.10526315789473684,0.10526315789473684,0.15789473684210525,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.07017543859649122,0.10526315789473684,0.10526315789473684
16,0.12280701754385964,0.0,0.21052631578947367,0.12280701754385964,0.12280701754385964,0.15789473684210525,0.05263157894736842,0.03508771929824561,0.03508771929824561,0.08771929824561403,0.12280701754385964,0.12280701754385964
17,0.12280701754385964,0.0,0.21052631578947367,0.14035087719298245,0.14035087719298245,0.17543859649122806,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.14035087719298245,0.12280701754385964
18,0.24561403508771928,0.0,0.21052631578947367,0.15789473684210525,0.15789473684210525,0.19298245614035087,0.05263157894736842,0.05263157894736842,0.07017543859649122,0.12280701754385964,0.14035087719298245,0.19298245614035087
19,0.24561403508771928,0.0,0.21052631578947367,0.15789473684210525,0.15789473684210525,0.19298245614035087,0.07017543859649122,0.07017543859649122,0.08771929824561403,0.12280701754385964,0.14035087719298245,0.19298245614035087
20,0.24561403508771928,0.0,0.22807017543859648,0.17543859649122806,0.17543859649122806,0.19298245614035087,0.08771929824561403,0.08771929824561403,0.08771929824561403,0.12280701754385964,0.15789473684210525,0.19298245614035087
21,0.24561403508771928,0.0,0.22807017543859648,0.19298245614035087,0.19298245614035087,0.2631578947368421,0.08771929824561403,0.08771929824561403,0.08771929824561403,0.14035087719298245,0.17543859649122806,0.21052631578947367
22,0.2631578947368421,0.0,0.22807017543859648,0.21052631578947367,0.21052631578947367,0.2631578947368421,0.08771929824561403,0.08771929824561403,0.10526315789473684,0.15789473684210525,0.19298245614035087,0.21052631578947367
23,0.2631578947368421,0.0,0.22807017543859648,0.21052631578947367,0.21052631578947367,0.2631578947368421,0.08771929824561403,0.08771929824561403,0.10526315789473684,0.17543859649122806,0.21052631578947367,0.21052631578947367
24,0.2631578947368421,0.0,0.22807017543859648,0.21052631578947367,0.21052631578947367,0.2807017543859649,0.08771929824561403,0.08771929824561403,0.10526315789473684,0.19298245614035087,0.22807017543859648,0.21052631578947367
25,0.2631578947368421,0.0,0.22807017543859648,0.22807017543859648,0.22807017543859648,0.2982456140350877,0.10526315789473684,0.08771929824561403,0.10526315789473684,0.21052631578947367,0.24561403508771928,0.3157894736842105
26,0.2631578947368421,0.0,0.22807017543859648,0.24561403508771928,0.24561403508771928,0.2982456140350877,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.22807017543859648,0.2631578947368421,0.3157894736842105
27,0.2631578947368421,0.0,0.43859649122807015,0.2631578947368421,0.2631578947368421,0.3157894736842105,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.24561403508771928,0.2807017543859649,0.3157894736842105
28,0.42105263157894735,0.0,0.43859649122807015,0.2807017543859649,0.2807017543859649,0.3333333333333333,0.10526315789473684,0.10526315789473684,0.12280701754385964,0.2631578947368421,0.2982456140350877,0.3157894736842105
29,0.42105263157894735,0.0,0.43859649122807015,0.2982456140350877,0.2982456140350877,0.3508771929824561,0.10526315789473684,0.10526315789473684,0.12280701754385964,0.2631578947368421,0.2982456140350877,0.3157894736842105
30,0.42105263157894735,0.0,0.43859649122807015,0.3157894736842105,0.3157894736842105,0.3684210526315789,0.10526315789473684,0.10526315789473684,0.12280701754385964,0.2807017543859649,0.3157894736842105,0.3333333333333333
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
3,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
4,0.42857142857142855,0.0,0.0,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.42857142857142855
5,0.42857142857142855,0.0,0.0,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
6,0.5714285714285714,0.0,0.0,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
7,0.5714285714285714,0.0,0.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.5714285714285714
8,0.5714285714285714,0.0,0.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.5714285714285714
9,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.5714285714285714
10,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.5714285714285714
11,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.5714285714285714
12,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143
13,0.5714285714285714,0.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.7142857142857143
14,0.5714285714285714,0.0,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.7142857142857143
15,0.5714285714285714,0.0,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.7142857142857143
16,0.8571428571428571,0.0,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.7142857142857143
17,0.8571428571428571,0.0,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571
18,0.8571428571428571,0.0,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571
19,0.8571428571428571,0.0,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571
20,0.8571428571428571,0.0,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571
21,0.8571428571428571,0.0,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571
22,0.8571428571428571,0.0,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571
23,0.8571428571428571,0.0,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
24,0.8571428571428571,0.0,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
25,0.8571428571428571,0.0,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
26,0.8571428571428571,0.0,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
27,0.8571428571428571,0.0,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
28,0.8571428571428571,0.0,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
29,0.8571428571428571,0.0,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
30,0.8571428571428571,0.0,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.05555555555555555,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555
5,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555
6,0.16666666666666666,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555
7,0.16666666666666666,0.0,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555
8,0.16666666666666666,0.0,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.0,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555
9,0.16666666666666666,0.0,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.0,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
